tokens,prompt,output,ner_tags
"Kurniawan Karman ( born 29 March 1991 ) is an Indonesia n professional footballer who currently plays for Liga 1 club Barito Putra as a midfielder , he can also operate as a full-back .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: Kurniawan Karman ( born 29 March 1991 ) is an Indonesia n professional footballer who currently plays for Liga 1 club Barito Putra as a midfielder , he can also operate as a full-back .
","1. Kurniawan Karman | True | as it is a person (person)
2. 29 March 1991 | False | as it is a date
3. Indonesian | True | as it is a nationality, which can be categorized as a country (country)
4. professional footballer | False | as it is a profession, not an entity
5. Liga 1 | True | as it is a sports league, which can be categorized as an organization (organization)
6. Barito Putra | True | as it is a football club, which can be categorized as an organization (organization)
7. midfielder | False | as it is a position in football, not an entity
8. full-back | False | as it is a position in football, not an entity.","[51, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In particular the book is concerned with Lord Glasman and his relationships with other academics , strategists , and politicians - especially David Miliband and Ed Miliband .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: In particular the book is concerned with Lord Glasman and his relationships with other academics , strategists , and politicians - especially David Miliband and Ed Miliband .
","1. Lord Glasman | True | as it is a politician (politician)
2. book | False | as it is an object, not a political entity
3. academics | True | as it is a group of people (organisation), although not named specifically
4. strategists | True | as it is a group of people (organisation), although not named specifically
5. politicians | True | as it is a group of people (organisation), although not named specifically
6. David Miliband | True | as it is a politician (politician)
7. Ed Miliband | True | as it is a politician (politician)","[0, 0, 0, 0, 0, 0, 0, 57, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 58, 0, 57, 58, 0]"
"After his post in the League of Nations , Sir Eric Drummond was assigned to the post of ambassador in Mussolini 's Italy .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: After his post in the League of Nations , Sir Eric Drummond was assigned to the post of ambassador in Mussolini 's Italy .
","1. League of Nations | True | as it is an international organization (organisation)
2. Sir Eric Drummond | True | as it is a politician (politician)
3. post | False | as it is a job or position, not an entity
4. ambassador | False | as it is a job title, not an entity
5. Mussolini | True | as it is a politician (politician)
6. Italy | True | as it is a country (country)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 58, 58, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 21, 0]"
"He has been returned in every election since then , and received almost 75 % support in the 2003 Manitoba general election .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: He has been returned in every election since then , and received almost 75 % support in the 2003 Manitoba general election .
","1. He | True | as it is a person (person), although the specific name is not mentioned
2. election | True | as it is an event (event)
3. 2003 Manitoba general election | True | as it is an election (election)
4. 75 % support | False | as it is a percentage, not an entity
5. Manitoba | True | as it is a location (location)","[51, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 35, 26, 26, 0]"
"PT Merpati Nusantara Airlines , operating as Merpati Nusantara Airlines , was an airline in Indonesia based in Central Jakarta , Jakarta .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: PT Merpati Nusantara Airlines , operating as Merpati Nusantara Airlines , was an airline in Indonesia based in Central Jakarta , Jakarta .
","1. PT Merpati Nusantara Airlines | True | as it is an organisation (organisation)
2. Merpati Nusantara Airlines | True | as it is an organisation (organisation)
3. operating | False | as it is a verb
4. an airline | False | as it is a general term, not a specific entity
5. Indonesia | True | as it is a country (country)
6. based | False | as it is a verb
7. Central Jakarta | True | as it is a location (location)
8. Jakarta | True | as it is a location (location)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 35, 35, 0, 0, 0]"
In February 2004 she was nominated to become the party 's lijsttrekker for the 2004 European Parliament election in the Netherlands .,"
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: In February 2004 she was nominated to become the party 's lijsttrekker for the 2004 European Parliament election in the Netherlands .
","1. February 2004 | False | as it is a date
2. she | True | as it is a person (person), however, the specific name is not provided
3. party | True | as it is a political party (politicalparty), however, the specific name is not provided
4. lijsttrekker | True | as it is a political entity (misc), it refers to the lead candidate of a political party in an election
5. 2004 European Parliament election | True | as it is an election (election)
6. the Netherlands | True | as it is a country (country)","[0, 0, 0, 51, 0, 0, 0, 0, 0, 55, 0, 41, 0, 0, 25, 26, 26, 26, 0, 21, 22, 0]"
"Baraladei Daniel Igali ( born February 3 , 1974 in Eniwari , Bayelsa State , Nigeria ) is a Canadian freestyler wrestler who is an Olympic gold medallist .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: Baraladei Daniel Igali ( born February 3 , 1974 in Eniwari , Bayelsa State , Nigeria ) is a Canadian freestyler wrestler who is an Olympic gold medallist .
","1. Baraladei Daniel Igali | True | as it is a person (person)
2. February 3, 1974 | False | as it is a date
3. Eniwari | True | as it is a location (location)
4. Bayelsa State | True | as it is a location (location)
5. Nigeria | True | as it is a country (country)
6. Canadian | True | as it is a nationality, which can be considered a miscellaneous political entity (misc)
7. freestyler wrestler | False | as it is a profession, not a political entity
8. Olympic | True | as it is an organization (organization)
9. gold medallist | False | as it is an achievement, not a political entity.","[51, 52, 52, 0, 0, 0, 0, 0, 0, 0, 35, 0, 35, 36, 0, 21, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Breton was born in Montreal and studied political science at the University of Montreal and the University of Quebec at Montreal .. During the march , he was quoted as saying , "" We held this demonstration because we are against a military solution to settle the conflict and the fight against terrorism .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: Breton was born in Montreal and studied political science at the University of Montreal and the University of Quebec at Montreal .. During the march , he was quoted as saying , "" We held this demonstration because we are against a military solution to settle the conflict and the fight against terrorism .
","1. Breton | True | as it is a person (person), assuming it refers to a person, although the full name or context is not provided.
2. Montreal | True | as it is a location (location)
3. University of Montreal | True | as it is an organisation (organisation)
4. University of Quebec at Montreal | True | as it is an organisation (organisation)
5. march | True | as it is an event (event), assuming it refers to a specific protest or demonstration.
6. military solution | False | as it is a concept or idea, not an entity.
7. conflict | False | as it is a concept or idea, not an entity.
8. fight against terrorism | False | as it is a concept or idea, not an entity.","[51, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In August 1876 , soon after the exposure of the killings of up to 15,000 Bulgarians the previous spring by Circassian irregulars in the Ottoman army , MacColl and Canon Liddon of St. Paul 's travelled to Vienna and Serbia on a fact-finding tour .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: In August 1876 , soon after the exposure of the killings of up to 15,000 Bulgarians the previous spring by Circassian irregulars in the Ottoman army , MacColl and Canon Liddon of St. Paul 's travelled to Vienna and Serbia on a fact-finding tour .
","1. August 1876 | False | as it is a date
2. exposure | False | as it is an action
3. killings | False | as it is an event, but not a named one
4. 15,000 Bulgarians | True | as it is a group of people (people)
5. Circassian irregulars | True | as it is a group of people (people)
6. Ottoman army | True | as it is an organisation (organisation)
7. MacColl | True | as it is a person (person), likely a politician or public figure
8. Canon Liddon | True | as it is a person (person), likely a religious figure
9. St. Paul | False | as it is not an entity in this context, it's part of the name of a church
10. Vienna | True | as it is a location (location)
11. Serbia | True | as it is a country (country)
12. fact-finding tour | False | as it is an event, but not a named one.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 52, 0, 0, 0, 0, 51, 52, 0, 0, 0, 0, 0, 51, 0, 51, 52, 0, 0, 0, 0, 0, 0, 35, 0, 21, 0, 0, 0, 0, 0]"
"He was also the judge for KWC INDIA ( Karaoke World Championships India ) with Manasi Scott , music director Raju Singh , Salim Merchant , Sulaiman Merchant , founder and organizer of KWC INDIA , Savio Paul D 'sa , Lesle Lewis , Remo Fernandes , and Sunita Rao .","
Dfn: An entity is a person (person), organisation (organisation), politician (politician), political party (politicalparty), event (event), election (election), 
country (country), location (location) or other political entity (misc). Dates, times, abstract concepts, adjectives, and verbs are not entities.

Example 1: Sitting as a Liberal Party of Canada Member of Parliament (MP) for Niagara Falls, she joined the Canadian Cabinet after the Liberals defeated the 
Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election.

Answer:
1. Liberal Party of Canada | True | as it is a political party (politicalparty)
2. Parliament | True | as it is an organisation (organisation)
3. Niagara Falls | True | as it is a location (location)
4. Canadian Cabinet | True | as it is a political entity (misc)
5. Liberals | True | as it is a political group by not the party name (misc)
6. Progressive Conservative Party of Canada | True | as it is a political party (politicalparty)
7. government | False | as it is not actually an entity in this sentence
8. John Diefenbaker | True | as it is a politician (politician)
9. 1963 Canadian federal election | True | as it is an election (election)

Example 2: The MRE took part to the consolidation of The Olive Tree as a joint electoral list both for the
2004 European Parliament election and the 2006 Italian general election, along with the Democrats of the Left
and Democracy is Freedom - The Daisy.

Answer:
1. MRE | True | as it is a political party (politicalparty)
2. consolidation | False | as it is an action
3. The Olive Tree | True | as it is a group or organisation (organisation)
4. 2004 European Parliament election | True | as it is an election (election)
5. 2006 Italian general election | True | as it is an election (election)
6. Democrats of the Left | True | as it is a political party (politicalparty)
7. Democracy is Freedom - The Daisy | True | as it is an political party (politicalparty)

Q. Given the paragraph below, identify a list of possible entities and for each entry explain why it either is or is not an entity.

Paragraph: He was also the judge for KWC INDIA ( Karaoke World Championships India ) with Manasi Scott , music director Raju Singh , Salim Merchant , Sulaiman Merchant , founder and organizer of KWC INDIA , Savio Paul D 'sa , Lesle Lewis , Remo Fernandes , and Sunita Rao .
","1. KWC INDIA ( Karaoke World Championships India ) | True | as it is an event (event)
2. Manasi Scott | True | as it is a person (person), possibly a celebrity or a musician
3. music director Raju Singh | True | as it is a person (person), specifically a music director
4. Salim Merchant | True | as it is a person (person), possibly a musician or a celebrity
5. Sulaiman Merchant | True | as it is a person (person), possibly a musician or a celebrity
6. founder and organizer of KWC INDIA | False | as it is a description of a role, not an actual entity
7. Savio Paul D 'sa | True | as it is a person (person), possibly a musician or a celebrity
8. Lesle Lewis | True | as it is a person (person), possibly a musician or a celebrity
9. Remo Fernandes | True | as it is a person (person), possibly a musician or a celebrity
10. Sunita Rao | True | as it is a person (person), possibly a musician or a celebrity","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 52, 0, 51, 52, 52, 52, 0, 51, 52, 0, 51, 52, 0, 0, 0, 0, 0, 0, 0, 0, 51, 52, 52, 52, 0, 51, 52, 0, 51, 52, 0, 0, 51, 52, 0]"
